id_article,authors,title,year,volume,first_page,last_page,pubmed,medline
171,"Huebener, H.J., Sahrholz, F.G., Schmidt-Thome, J., Nesemann, G. and Junk, R.","20-beta-hydroxy-Steroid-Dehydrogenase, ein neues kristallines Enzym. ",1959,35,270,272,NULL,NULL
172,"Lynn, W.S. and Brown, R.H.",The conversion of progesterone to androgens by testes. ,1958,232,1015,1030,NULL,NULL
173,"Strickler, R.C., Covey, D.F. and Tobias, B.","Study of 3-alpha, 20 beta-hydroxysteroid dehydrogenase with an enzyme-generated affinity alkylator: dual enzyme activity at a single active site. ",1980,19,4950,4954,6936053,81110432
174,"Sweet, F. and Samant, B.S.","Bifunctional enzyme activity at the same active site: study of 3-alpha and 20-beta activity by affinity alkylation of 3-alpha, 20-beta-hydroxysteroid dehydrogenase with 17-(bromoacetoxy)steroids. ",1980,19,978,986,6928375,80130614
175,"Otsuka, K.",Triphosphopyridine nucleotide-allyl and -ethyl alcohol dehydrogenases from Escherichia coli.,1958,4,211,215,NULL,NULL
176,"Gupta, N.K. and Robinson, W.G.",The enzymatic conversion of lactaldehyde to propanediol. ,1960,235,1609,1612,NULL,NULL
177,"Hollmann, S. and Touster, O.",The L-xylulose-xylitol enzyme and other polyol dehydrogenases of guinea pig liver mitochondria. ,1957,225,87,102,NULL,NULL
178,"Nordlie, R.C. and Fromm, H.J.",Ribitol dehydrogenase. II. Studies on the reaction mechanism. ,1959,234,2523,2531,NULL,NULL
179,"Wood, W.A., McDonough, M.J. and Jacobs, L.B.",Ribitol and D-arabitol utilization by Aerobacter aerogenes.,1961,236,2190,2195,NULL,NULL
180,"Hickman, J. and Ashwell, G.",Uronic acid metabolism in bacteria. II. Purification and properties of D-altronic acid and D-mannonic acid dehyrogenases in Escherichia coli.,1960,235,1566,1570,NULL,NULL
181,"Kilgore, W.W. and Starr, M.P.",Catabolism of galacturonic and glucuronic acids by Erwinia carotovora.,1959,234,2227,2235,NULL,NULL
182,"Hickman, J. and Ashwell, G.",Uronic acid metabolism in bacteria. II. Purification and properties of D-altronic acid and D-mannonic acid dehyrogenases in Escherichia coli.,1960,235,1566,1570,NULL,NULL
183,"Den, H., Robinson, W.G. and Coon, M.J.",Enzymatic conversion of beta-hydroxypropionate to malonic semialdehyde.,1959,234,1666,1671,13672942,NULL
184,"Gotto, A.M. and Kornberg, H.L.",The metabolism of C(2) compounds in micro-organisms. 7. Preparation and properties of crystalline tartronic semialdehyde reductase.,1961,81,273,284,NULL,NULL
185,"Nirenberg, M.W. and Jakoby, W.B.",Enzymatic utilization of gamma-hydroxybutyric acid.,1960,235,954,960,NULL,NULL
186,"Kautsky, M.P. and Hagerman, D.D.",17-beta-Estradiol dehydrogenase of ovine ovaries.,1970,245,1978,1984,4314937,70166698
187,"Langer, L.J., Alexander, J.A. and Engel, L.L.",Human placental estradiol-17-beta dehydrogenase. II. Kinetics and substrate specificities.,1959,234,2609,2614,14413943,NULL
188,"Marijanovic, Z., Laubner, D., Moller, G., Gege, C., Husen, B., Adamski, J., Breitling, R.","Closing the gap: identification of human 3-ketosteroid reductase, the last unknown enzyme of mammalian cholesterol biosynthesis.",2003,17,1715,1725,12829805,NULL
189,"Endahl, G.L., Kochakian, C.D. and Hamm, D.",Separation of a triphosphopyridine nucleotide-specific from a diphosphopyridine-specific 17-beta-hydroxy (testosterone) dehydrogenase of guinea pig liver.,1960,235,2792,2796,13696735,NULL
190,"Sweat, M.L., Samuels, L.T. and Lumry, R.",Preparation and characterization of the enzyme which converts testosterone to androstendione.,1950,185,75,84,15436478,NULL
191,"Villee, C.A. and Spencer, J.M.",Some properties of the pyridine nucleotide-specific 17-beta-hydroxy steroid dehydrogenase of guinea pig liver.,1960,235,3615,3619,13781425,NULL
192,"Holzer, H. and Schneider, S.",Reinigung und Charakterisierung einer TPN-abhaengigen Pyridoxol-dehydrogenase aus Bierhefe.,1961,48,71,76,NULL,NULL
193,"Kamei, S., Wakabayashi, K. and Shimazono, M.",Omega-Oxidation of fatty acids in vitro. II. omega-hydroxy fatty acid-NAD oxidoreductase.,1964,56,72,76,NULL,NULL
194,"Mitz, M.A. and Henrikson, R.L.",Omega hydroxy fatty acid dehydrogenase. ,1961,46,45,50,NULL,NULL
195,"Martinez, G., Barker, H.A. and Horecker, B.L.",A specific mannitol dehydrogenase from Lactobacillus brevis.,1963,238,1598,1603,NULL,NULL
196,"Ameyama, M. and Adachi, O.",5-Keto-D-gluconate reductase from Gluconobacter suboxydans.,1982,89,198,202,NULL,NULL
197,"De Ley, J.",5-Ketogluconic acid reductase,1966,9,200,203,NULL,NULL
198,"Okamoto, K.",Enzymic studies on the formation of 5-ketogluconic acid by Acetobacter suboxydans. II. 5-Ketogluconate reductase.,1963,53,448,NULL,NULL,NULL
199,"Fidge, N.H. and Goodman, D.S.",The enzymatic reduction of retinal to retinol in rat intestine.,1968,243,4372,4379,4300551,69004091
200,"Kormann, A.W., Hurst, R.O. and Flynn, T.G.",Purification and properties of an NADP(+)-dependent glycerol dehydrogenase from rabbit skeletal muscle. ,1972,258,40,55,4400494,72104459
201,"Toews, C.J.",The kinetics and reaction mechanism of the nicotinamide-adinine dinucleotide phosphate-specific glycerol dehydrogenase of rat skeletal muscle. ,1967,105,1067,1073,NULL,NULL
202,"Roche, B. and Azoulay, E.",Regulation des alcool-deshydrogenases chez Saccharomyces cerevisiae.,1969,8,426,434,4308448,69263700
203,"Dekker, E.E. and Swain, R.R.",Formation of D(g)-1-amino-2-propanol by a highly purified enzyme from Escherichia coli.,1968,158,306,307,4385233,68278336
204,"Turner, J.M.",Microbial metabolism of amino ketones. Aminoacetone formation from 1-aminopropan-2-ol by a dehydrgenase in Escherichia coli.,1966,99,427,433,5329339,66166357
205,"Turner, J.M.",Microbial metabolism of amino ketones. L-1-aminopropan-2-ol dehydrogenase and L-threonine dehydrogenase in Escherichia coli.,1967,104,112,121,5340733,67212337
206,"Taylor, M.B. and Juni, E.","Stereoisomeric specificities of 2,3-butanediol dehydrogenases.",1960,39,448,457,13837186,NULL
207,"Carballo, J., Martin, R., Bernardo, A., Gonzalez, J.","Purification, characterization and some properties of diacetyl(acetoin) reductase from Enterobacter aerogenes.",1991,198,327,332,2040298,NULL
208,"Takusagawa, Y., Otagiri, M., Ui, S., Ohtsuki, T., Mimura, A., Ohkuma, M., Kudo, T.","Purification and characterization of L-2,3-butanediol dehydrogenase of Brevibacterium saccharolyticum C-1012 expressed in Escherichia coli.",2001,65,1876,1878,11577733,NULL
209,"Ting, S.-M., Sellinger, O.Z. and Miller, O.N.",The metabolism of lactaldehyde. VI. The reduction of D- and L-lactaldehyde in rat liver.,1964,89,217,225,NULL,NULL
210,"Ting, S.-M., Miller, O.N. and Sellinger, O.Z.",The metabolism of lactaldehyde. VII. The oxidation of D-lactaldehyde in rat liver.,1965,97,407,415,14323585,NULL
211,"Ray, M., Ray, S.",Purification and partial characterization of a methylglyoxal reductase from goat liver.,1984,802,119,127,6386056,NULL
212,"Cartwright, L.N. and Hullin, R.P.",Purification and properties of two glyoxylate reductases from a species of Pseudomonas.,1966,101,781,791,NULL,NULL
213,"Kleczkowski, L.A., Randall, D.D. and Blevins, D.G.",Purification and characterization of a novel NADPH(NADH)-dependent glyoxylate reductase from spinach leaves. Comparison of immunological properties of leaf glyoxylate reductase and hydroxypyruvate reductase.,1986,239,653,659,3548703,87156530
214,"Hoshino, K.",Organism producing isopropanol from acetone. V. Enzymological (studies) on the oxidation-reduction of Lactobacillus brevis var. hofuensis. (in Japanese),1960,34,608,615,NULL,NULL
215,"Hoshino, K. and Udagawa, K.",Organism producing isopropanol from acetone. VI. Isopropanol dehydrogenase and alcohol dehydrogenase of Lactobacillus brevis var. hofuensis. (in Japanese),1960,34,616,619,NULL,NULL
216,"Kleczkowski, L.A. and Edwards, G.E.",Identification of hydroxypyruvate and glyoxylate reductases in maize leaves. ,1989,91,278,286,NULL,NULL
217,"Kleczkowski, L.A. and Randall, D.D.",Purification and characterization of a novel NADPH(NADH)-dependent hydroxypyruvate reductase from spinach leaves. Comparison of immunological properties of leaf hydroxypyruvate reductases. ,1988,250,145,152,3281657,88183305
218,"Kohn, L.D. and Jakoby, W.B.",Tartaric acid metabolism. VII. Crystalline hydroxypyruvate reductase (D-glycerate dehydrogenase). ,1968,243,2494,2499,4385077,68244889
219,"Connelly, J.L., Danner, D.J. and Bowden, J.A.","Branched chain alpha-keto acid metabolism. I. Isolation, purification, and partial characterization of bovine liver alpha-ketoisocaproic:alpha-keto-beta-methylvaleric acid dehydrogenase. ",1968,243,1198,1203,5689906,68241431
220,"Johnson, H.S.",NADP-malate dehydrogenase: photoactivation in leaves of plants with Calvin cycle photosynthesis. ,1971,43,703,709,4397919,71265119
221,"Johnson, H.S. and Hatch, M.D.",Properties and regulation of leaf nicotinamide-adenine dinucleotide phosphate-malate dehydrogenase and 'malic' enzyme in plants with the C4-dicarboxylic acid pathway of photosynthesis. ,1970,119,273,280,4395182,71062288
222,"Stern, J.R. and O'Brien, R.W.",Oxidation D-malic and beta-alkylmalic acids wild-type and mutant strains of Salmonella typhimurium and by Aerobacter aerogenes.,1969,98,147,151,4889267,69175429
223,"Magee, P.T. and Snell, E.E.",The bacterial degradation of pantothenic acid. IV. Enzymatic conversion of aldopantoate to alpha-ketoisovalerate.,1966,5,409,416,4287371,66157645
224,"Burns, R.O., Umbarger, H.E. and Gross, S.R.",The biosynthesis of leucine. III. The conversion of alpha-hydroxy-beta-carboxyisocaproate to alpha-ketoisocaproate.,1963,2,1053,NULL,14087358,NULL
225,"Parsons, S.J. and Burns, R.O.",Purification and properties of beta-isopropylmalate dehydrogenase.,1969,244,996,1003,4889950,69184144
226,"Nemeth, A., Svingor, A., Pocsik, M., Dobo, J., Magyar, C., Szilagyi, A., Gal, P., Zavodszky, P.",Mirror image mutations reveal the significance of an intersubunit ion cluster in the stability of 3-isopropylmalate dehydrogenase.,2000,468,48,52,10683439,NULL
227,"Calvo, J.M., Stevens, C.M., Kalyanpur, M.G. and Umbarger, H.E.","The absolute configuration of alpha-hydroxy-beta-carboxyisocaproic acid (3-isopropylmalic acid), an intermediate in leucine biosynthesis.",1964,3,2024,2027,14269331,NULL
228,"Arfin, S.M. and Umbarger, H.E.",Purification and properties of the acetohydroxy acid isomeroreductase of Salmonella typhimurium.,1969,244,1118,1127,4388025,69128158
229,"Hill, R.K., Sawada, S. and Arfin, S.M.","Stereochemistry of valine and isoleucine biosynthesis. IV. Synthesis, configuration, and enzymatic specificity of alpha-acetolactate and alpha-aceto-alpha-hydroxybutyrate.",1979,8,175,189,NULL,NULL
230,"Kiritani, K., Narise, S. and Wagner, R.P.",The reductoisomerase of Neurospora crassa.,1966,241,2047,2051,NULL,NULL
231,"Satyanarayana, T. and Radhakrishnan, A.N.",Biosynthesis of valine and isoleucine in plants. 3. Reductoisomerase of Phaseolus radiatus.,1965,110,380,388,5866387,66108736
232,"Strassman, M. and Ceci, L.N.",Enzymatic formation of alpha-ketoadipic acid from homoisocitric acid.,1965,240,4357,4361,4284830,NULL
233,"Rowley, B. and Tucci, A.F.",Homoisocitric dehydrogenase from yeast.,1970,141,499,510,4395693,NULL
234,"Zabriskie, T.M. and Jackson, M.D.",Lysine biosynthesis and metabolism in fungi.,2000,17,85,97,10714900,NULL
235,"Fimognari, G.M. and Rodwell, V.W.",Substrate-competitive inhibition of bacterial mevalonate:nicotinamide-adenine dinucleotide oxidoreductase (acylating CoA). ,1965,4,2086,2090,NULL,NULL
236,"Suhara, K., Takemori, S. and Katagiri, M.",The purification and properties of benzylalcohol dehydrogenase from Pseudomonas sp.,1969,130,422,429,5778658,69159815
237,"Yamanaka, K. and Minoshima, R.",Identification and characterization of a nicotinamide adenine dinucleotide-dependent para-hydroxybenzyl alcohol-dehydrogenase from Rhodopseudomonas acidophila M402.,1984,48,1161,1171,NULL,NULL
238,"Gross, G.G. and Zenk, M.H.",Reduktionaromatische Saeuren zu Aldehyden und Alkoholen im zellfreien System. 2. Reinigung und Eigenschaften von Aryl Alkohol:NADP-Oxidoreductase aus Neurospora crassa.,1969,8,420,425,4389864,69263699
239,"Kohn, L.D. and Jakoby, W.B.",Tartaric acid metabolism. VI. Crystalline oxaloglycolate reductive decarboxylase. ,1968,243,2486,2493,4385076,68244888
240,"Kohn, L.D., Packman, P.M., Allen, R.H. and Jakoby, W.B.",Tartaric acid metabolism. V. Crystalline tartrate dehydrogenase.,1968,243,2479,2485,4297261,68244887
241,"Kito, M. and Pizer, L.I.",Purification and regulatory properties of the biosynthetic L-glycerol 3-phosphate dehydrogenase from Escherichia coli.,1969,244,3316,3323,4389388,69231063
242,"Edgar, J.R. and Bell, R.M.","Biosynthesis in Escherichia coli fo sn-glycerol 3-phosphate, a precursor of phospholipid.",1978,253,6348,6353,355254,NULL
243,"Edgar, J.R. and Bell, R.M.","Biosynthesis in Escherichia coli of sn-glycerol 3-phosphate, a precursor of phospholipid. Kinetic characterization of wild type and feedback-resistant forms of the biosynthetic sn-glycerol-3-phosphate dehydrogenase.",1978,253,6354,6363,28326,NULL
244,"Edgar, J.R. and Bell, R.M.","Biosynthesis in Escherichia coli of sn-glycerol-3-phosphate, a precursor of phospholipid. Further kinetic characterization of wild type and feedback-resistant forms of the biosynthetic sn-glycerol-3-phosphate dehydrogenase.",1980,255,3492,3497,6767719,NULL
245,"Sugimoto, E. and Pizer, L.I.",The mechanism of end product inhibition of serine biosynthesis. I. Purification and kinetics of phosphoglycerate dehydrogenase.,1968,243,2081,1089,4384871,68234691
246,"Pizer, L.I.",NULL,1963,238,3934,3944,14086727,NULL
247,"Zhao, G. and Winkler, M.E.",A novel alpha-ketoglutarate reductase activity of the serA-encoded 3-phosphoglycerate dehydrogenase of Escherichia coli K-12 and its possible implications for human 2-hydroxyglutaric aciduria.,1996,178,232,239,8550422,NULL
248,"Schuller, D.J., Grant, G.A. and Banaszak, L.J.",The allosteric ligand site in the V(max)-type cooperative enzyme phosphoglycerate dehydrogenase.,1995,2,69,76,7719856,NULL
249,"Zannoni, V.G. and Weber, W.W.",Isolation and properties of aromatic alpha-keto acid reductase. ,1966,241,1340,1344,5935348,66136167
250,"Forrester, P.I. and Gaucher, G.M.",m-Hydroxybenzyl alcohol dehydrogenase from Penicillium urticae.,1972,11,1108,1114,4335290,72139889
251,"Levis, G.M.",2-hydroxy fatty acid oxidases of rat kidney. ,1970,38,470,477,5443694,70181817
252,"Huang, W.-Y. and Tang, J.",Carboxyl-terminal sequence of human gastricsin and pepsin.,1970,245,2189,2193,4909888,70177770
253,"Levis, G.M.",2-hydroxy fatty acid oxidases of rat kidney.,1970,38,470,477,5443694,NULL
254,"Prescott, D.J. and Vagelos, P.R.",Acyl carrier protein. ,1972,36,269,311,4561013,73004927
255,"Shimakata, T. and Stumpf, P.K.","Purification and characterizations of beta-ketoacyl-[acyl-carrier-protein] reductase, beta-hydroxyacyl-[acyl-carrier-protein] dehydrase, and enoyl-[acyl-carrier-protein] reductase from Spinacia oleracea leaves.",1982,218,77,91,6756317,83073465
256,"Toomey, R.E. and Wakil, S.J.",Studies on the mechanism of fatty acid synthesis. XV. Preparation and general properties of beta-ketoacyl acyl carrier protein reductase from Escherichia coli.,1966,116,189,197,4381013,67082878
257,"LaBelle, E.F., Jr. and Hajira, A.K.",Enzymatic reduction of alkyl and acyl derivatives of dihydroxyacetone phosphate by reduced pyridine nucleotides. ,1972,247,5825,5834,4403490,72269423
258,"Stoffel, W., Le Kim, D. and Sticht, G.",Biosynthesis of dihydrosphingosine in vitro. ,1968,349,664,670,4386961,69035612
259,"Stoffel, W., Le Kim, D. and Sticht, G.","Metabolism of sphingosine bases. 8. Distribution, isolation and properties of D-3-oxosphinganine reductase. Stereospecificity of the NADPH-dependent reaction of 3-oxodihydrospingosine (2-amino-1-hydroxyoctadecane-3-one). ",1968,349,1637,1644,4387676,69101274
260,"Green, M.L. and Elliott, W.H.",The enzymic formation of aminoacetone from threonine and its further metabolism.,1964,92,537,549,NULL,NULL
261,"Hartshorne, D. and Greenberg, D.M.",Studies on liver threonine dehydrogenase.,1964,105,173,178,14165492,NULL
262,"Newman, E.B., Kapoor, V. and Potter, R.",Role of L-threonine dehydrogenase in the catabolism of threonine and synthesis of glycine by Escherichia coli.,1976,126,1245,1249,7548,NULL
263,"Epperly, B.R. and Dekker, E.E.",L-threonine dehydrogenase from Escherichia coli. Identification of an active site cysteine residue and metal ion studies.,1991,266,6086,6092,2007567,NULL
264,"Smith, T.E. and Mitoma, C.",Partial purification and some properties of 4-ketoproline reductase. ,1962,237,1177,1180,NULL,NULL
265,"Koen, A.L. and Shaw, C.R.",Retinol and alcohol dehydrogenases in retina and liver.,1966,128,48,54,5972368,67182613
266,"Gough, W. H., VanOoteghem, S., Sint, T., Kedishvili, N. Y.",cDNA cloning and characterization of a new human microsomal NAD(+)-dependent dehydrogenase that oxidizes all-trans-retinol and 3-alpha-hydroxysteroids.,1998,273,19778,19785,9677409,NULL
267,"Matsuzaka, Y., Okamoto, K., Tsuji, H., Mabuchi, T., Ozawa, A., Tamiya, G., Inoko, H.","Identification of the hRDH-E2 gene, a novel member of the SDR family, and its increased expression in psoriatic lesion.",2002,297,1171,1180,12372410,NULL
268,"Lee, S. A., Belyaeva, O. V., Kedishvili, N. Y.",Biochemical characterization of human epidermal retinol dehydrogenase 2.,2009,178,182,187,18926804,NULL
269,"Goodhue, C.T. and Snell, E.E.",The bacterial degradation of pantothenic acid. 3. Enzymatic formation of aldopantoic acid. ,1966,5,403,408,4287370,66157644
270,"Burg, R.W. and Snell, E.E.",The bacterial oxidation of vitamin B(6). VI. Pyridoxal dehydrogenase and 4-pyridoxolactonase.,1969,244,2585,2589,4306030,69187198
